Province;Commune;Nom_Etab;Categorie
Fes;Agdal (Ar);Labo. Epidemiologique;LEHM
Fes;Saiss (Ar);Nargiss;CSU
Fes;Saiss (Ar);Aouinat Hajjaj;CSU
Fes;El Mariniyine (Ar);Dhar Lakhmis;CSU
Fes;El Mariniyine (Ar);Ben Slimane;CSU
Fes;El Mariniyine (Ar);Al Hajoui;CSU
Fes;El Mariniyine (Ar);Ain Haroun;CSU
Fes;El Mariniyine (Ar);Ain Kadous;CSU
Fes;Zouagha (Ar);Ben Souda;CSU
Fes;Zouagha (Ar);Wifak;CSU
Fes;El Mariniyine (Ar);Bab Sifer;CSU
Fes;Zouagha (Ar);Massira;CSU
Fes;Zouagha (Ar);Oued Fes;CSU
Fes;Zouagha (Ar);Ben Debbab;CDTMR
Fes;Zouagha (Ar);Lalla Soukaina;CSU
Fes;Fes-Medina (Ar);Sidi Boujida;CSUA
Fes;Jnan El Ouard (Ar);Jnanate;CSU
Fes;Fes-Medina (Ar);S.Ali Boughaleb (Adoua);CSU
Fes;Fes-Medina (Ar);Driss B.Yahya(Babjdid);CSU
Fes;Fes-Medina (Ar);Baghdadi(Andalous);CSU
Fes;Fes-Medina (Ar);Lemtyene;CSU
Fes;Jnan El Ouard (Ar);Sahrij Gnaoua;CSU
Fes;Fes-Medina (Ar);Blida;CSU
Fes;Jnan El Ouard (Ar);Ain Nokbi;CSUA
Fes;Oulad Tayeb;Oulad Tayeb I;DR
Fes;Oulad Tayeb;Oulad Tayeb Ii;CSCA
Fes;Sidi Harazem;Sidi Harazem;CSCA
Fes;Sidi Harazem;Skhinate;DR
Fes;Ain Bida;Ain Bida;CSC
Fes;Agdal (Ar);Hay Tarik;CSU
Fes;Saiss (Ar);Monfleuri;CSU
Fes;Zouagha (Ar);Zouagha Haut;CSU
Fes;Fes-Medina (Ar);Lamsallah;CSU
Fes;Oulad Tayeb;Oulad Tayeb III;DR
Figuig;Bouanane;Ambaj;DR
Figuig;Bouanane;Tamlilt;DR
Figuig;Talsint;Chaib;DR
Figuig;Bouchaouene;Ait Meziane;DR
Figuig;Tendrara;Traride;DR
Figuig;Figuig;Figuig;CSUA
Figuig;Figuig;Zenaga;CSU
Figuig;Bouarfa;Bouarfa;CSU
Figuig;Bouarfa;Vllage Toba;CSU
Figuig;Bni Tadjite;Bni Tadjite;CSCA
Figuig;Bni Tadjite;Ait Hmad Ou Haddou;DR
Figuig;Bni Tadjite;Taguitount;DR
Figuig;Bouanane;Bouanane;CSCA
Figuig;Ain Chair;Ain Chair;DR
Figuig;Ain Chouater;Ain Chouater;CSCA
Figuig;Boumerieme;Taoura;CSC
Figuig;Boumerieme;Aghmat;DR
Figuig;Talsint;Talsint;CSCA
Figuig;Talsint;Ait Idir;DR
Figuig;Bouchaouene;Anoual;CSC
Figuig;Bni Guil;Bni Guil;CSC
Figuig;Bni Guil;Ich;DR
Figuig;Bni Guil;El Mangoub;DR
Figuig;Abbou Lakhal;Abbou Lakhal;CSC
Figuig;Maatarka;Maatarka;CSC
Figuig;Tendrara;Tendrara;CSCA
Figuig;Bouanane;El Hirch;DR
Fkih Ben Saleh;Oulad Ayad;Oulad Ayad;CSUA
Fkih Ben Saleh;Dar Ould Zidouh;Dar Ouald Zidouh;CSCA
Fkih Ben Saleh;Dar Ould Zidouh;Lahlaf;DR
Fkih Ben Saleh;Dar Ould Zidouh;Lamgharir;DR
Fkih Ben Saleh;Had Boumoussa;Had Boumoussa;CSC
Fkih Ben Saleh;Had Boumoussa;Tarmest;DR
Fkih Ben Saleh;Had Boumoussa;Oulad Mbarek;DR
Fkih Ben Saleh;Had Boumoussa;Lamrabtia;DR
Fkih Ben Saleh;Sidi Hammadi;Krazza;DR
Fkih Ben Saleh;Oulad Bourahmoune;Od BOUAZZA;CSC
Fkih Ben Saleh;Oulad Bourahmoune;Rouajeh;DR
Fkih Ben Saleh;Oulad Nacer;Ait Rami;CSC
Fkih Ben Saleh;Oulad Nacer;Od ILLOUL;DR
Fkih Ben Saleh;Oulad Nacer;Khlalta;DR
Fkih Ben Saleh;Sidi Aissa Ben Ali;S. Aissa Ben Ali;CSCA
Fkih Ben Saleh;Oulad Zmam;Od ZMAME;CSC
Fkih Ben Saleh;Oulad Zmam;Bouaker;DR
Fkih Ben Saleh;Oulad Zmam;Lamrabta;DR
Fkih Ben Saleh;Hel Merbaa;Hel Merbaa;CSC
Fkih Ben Saleh;Hel Merbaa;Od RGUIA;DR
Fkih Ben Saleh;Hel Merbaa;Od YAALA;DR
Fkih Ben Saleh;Krifate;Krifate;CSC
Fkih Ben Saleh;Al Khalfia;Oulad Hassoun;CSC
Fkih Ben Saleh;Al Khalfia;Oulad Abdellah;DR
Fkih Ben Saleh;Al Khalfia;Od NEJAA;DR
Fkih Ben Saleh;Al Khalfia;Chorfa;DR
Fkih Ben Saleh;Bradia;Bradia;CSCA
Fkih Ben Saleh;Bradia;Od ALI EL OUED;DR
Fkih Ben Saleh;Bradia;Od DRISS;DR
Fkih Ben Saleh;Bradia;Hal Souss;DR
Fkih Ben Saleh;Bni Chegdale;Bni Chegdale;CSC
Fkih Ben Saleh;Bni Chegdale;Od ALI DHIRATE;DR
Fkih Ben Saleh;Bni Oukil;Bni Oukil;CSCA
Fkih Ben Saleh;Bni Oukil;Jbala;DR
Fkih Ben Saleh;Bni Oukil;Krarma (Chhoub);DR
Fkih Ben Saleh;Bni Oukil;Od ZIANE;DR
Fkih Ben Saleh;Souk Sebt Oulad Nemma;Souk Sebt;CSUA
Fkih Ben Saleh;Souk Sebt Oulad Nemma;Chtioui;CSU
Fkih Ben Saleh;Fquih Ben Salah;Jamila;CSU
Fkih Ben Saleh;Fquih Ben Salah;Kouacem;CSU
Guelmim;Guelmim;Guelmim;LEHM
Guelmim;Bouizakarne;Bouizakaren;HL
Guelmim;Guelmim;Guelmim;CSU
Guelmim;Guelmim;Hay Touflite;CSU
Guelmim;Guelmim;Hay El Massira;CSU
Guelmim;Guelmim;Amherich;CSU
Guelmim;Guelmim;Guelmim;CDTMR
Guelmim;Guelmim;Guelmim;CRPF
Guelmim;Bouizakarne;Bouizakarne;CSU
Guelmim;Tagante;Tagante;DR
Guelmim;Ait Boufoulen;Ait Boufoulne;CSC
Guelmim;Ifrane Atlas Saghir;Ifrane;CSCA
Guelmim;Ifrane Atlas Saghir;Amsra;DR
Guelmim;Ifrane Atlas Saghir;Tankerte;DR
Guelmim;Timoulay;Timoulay;DR
Guelmim;Timoulay;Tislane;DR
Guelmim;Taghjijt;Taghjicht;CSCA
Guelmim;Taghjijt;Tainzerte;DR
Guelmim;Aday;Aday;CSC
Guelmim;Aday;Lalla Melouka;DR
Guelmim;Amtdi;Amtoudi;CSC
Guelmim;Asrir;Asrir;CSC
Guelmim;Asrir;Tighmerte;DR
Guelmim;Aferkat;Afrket;DR
Guelmim;Fask;Fask;CSCA
Guelmim;Fask;Taidalt;DR
Guelmim;Fask;El Borj;DR
Guelmim;Tiglit;Tiglite;DR
Guelmim;Laqsabi Tagoust;Ksabi;CSCA
Guelmim;Abaynou;Abainou;CSC
Guelmim;Abaynou;Toutline;DR
Guelmim;Abaynou;Iguissel;DR
Guelmim;Labyar;Labiar;CSC
Guelmim;Rass Oumlil;Ras Oumlil;CSC
Guelmim;Echatea El Abied;Ain Rehma;DR
Guelmim;Targa Wassay;Targa Ouassay;CSC
Guelmim;Taghjijt;Targuamait;DR
Guelmim;Guelmim;Lagramez;CSU
Guelmim;Guelmim;L'Louh;CSU
Guelmim;Guelmim;Tayert;CSU
Guelmim;Echatea El Abied;Chatia Labyad;CSC
Guelmim;Taliouine Assaka;Taliouine;CSC
Guercif;Guercif;S.Moha B.Ahmed;CSU
Guercif;Guercif;Nougd ÿÿÿÿÿ;CSU
Guercif;Oulad Bourima;Oulad Bourima;CSC
Guercif;Mazguitam;Mazguitam ÿ;CSCA
Guercif;Ras Laksar;Ras Laksar (Zebzit);CSC
Guercif;Assebbab;Sebab;CSC
Guercif;Assebbab;Bourached;DR
Guercif;Barkine;Barkine;CSCA
Guercif;Barkine;Tamjilte ÿ;DR
Guercif;Barkine;Bni Mekbal;DR
Guercif;Barkine;Bni Bouyaloul;DR
Guercif;Houara Oulad Raho;Houara;CSC
Guercif;Taddart;Taddart;CSCA
Guercif;Taddart;Sefsafate (Tirhza);DR
Guercif;Lamrija;Lamrija;CSCA
Guercif;Lamrija;Rchida;DR
Guercif;Saka;Saka;CSCA
Guercif;Saka;Hassi Ouanazga;DR
Guercif;Guercif;Ghiyata;CSU
Ifrane;Azrou;Tarik;CSU
Ifrane;Azrou;Sidi Assou;CSU
Ifrane;Azrou;Ahadaf;CSU
Ifrane;Ifrane;Atlas;CSU
Ifrane;Ifrane;Ifrane;LEHM
Ifrane;Ifrane;Hay Essalam;CSUA
Ifrane;Tizguite;Sidi Abdeslam;CSCA
Ifrane;Tizguite;Ain Lahnach;DR
Ifrane;Tizguite;Sidi Brahim;DR
Ifrane;Dayat Aoua;Dayat Aoua;CSCA
Ifrane;Dayat Aoua;Dayet Hachlaf;DR
Ifrane;Ben Smim;Ben Smim;DR
Ifrane;Ben Smim;Ougmes;DR
Ifrane;Tigrigra;A. Yahia Ou Alla;CSCA
Ifrane;Timahdite;Timahdite;CSCA
Ifrane;Ain Leuh;Ain-Leuh;CSCA
Ifrane;Ain Leuh;Toufaselt;DR
Ifrane;Ain Leuh;Bouharch;DR
Ifrane;Oued Ifrane;Oued Ifrane;CSC
Ifrane;Oued Ifrane;Assaka;DR
Ifrane;Oued Ifrane;Amghass;DR
Ifrane;Oued Ifrane;Zaouit Ifrane;DR
Ifrane;Oued Ifrane;Zad;DR
Ifrane;Sidi El Makhfi;Sidi El Makhfi;CSCA
Ifrane;Sidi El Makhfi;Tiouririne;DR
Ifrane;Sidi El Makhfi;Bekrit;DR
Inezgane Ait Melloul;Inezgane ÿÿÿÿ;Inzgane ÿÿÿ;CSU
Inezgane Ait Melloul;Inezgane ÿÿÿÿ;Tarraste;CSU
Inezgane Ait Melloul;Inezgane ÿÿÿÿ;Jorf;CSU
Inezgane Ait Melloul;Ait Melloul ÿ;A.Melloul ÿÿ;CSUA
Inezgane Ait Melloul;Ait Melloul ÿ;Lemzar;CSU
Inezgane Ait Melloul;Ait Melloul ÿ;Kasba Taher;CSU
Inezgane Ait Melloul;Ait Melloul ÿ;Azrou;CSU
Inezgane Ait Melloul;Ait Melloul ÿ;Chouhada;CSU
Inezgane Ait Melloul;Dcheira El Jihadia ÿÿ;Dcheira;CSU
Inezgane Ait Melloul;Dcheira El Jihadia ÿÿ;Irhalne (Dchira Jihadia (Chalet));CSUA
Inezgane Ait Melloul;Lqliaa;Kolea;CSUA
Inezgane Ait Melloul;Temsia;Temsia;CSCA
Inezgane Ait Melloul;Temsia;Ikhourbane;DR
Inezgane Ait Melloul;Oulad Dahou;Oulad Dahou;CSC
Inezgane Ait Melloul;Dcheira El Jihadia ÿÿ;Dchira Jihadia (Amougay);CSU
Inezgane Ait Melloul;Temsia;Ait Moussa;DR
Inezgane Ait Melloul;Oulad Dahou;Ali Ben Haddi;DR
Inezgane Ait Melloul;Lqliaa;Sidi Daoud;CSU
Jerada;Jerada;Hassi Blal ÿ;CSU
Jerada;Jerada;Jerrada Medina ÿÿ;CSU
Jerada;Jerada;Al Hay L'jadid (Novo Centre);CSU
Jerada;Jerada;El Massira;CSU
Jerada;Jerada;Ibn Rochd;CSU
Jerada;Touissit;Touissit;CSUA
Jerada;Ain Bni Mathar;Ain Bni Mathar;CSUA
Jerada;Bni Mathar;Bni Mathar;CSC
Jerada;Oulad Ghziyel;Oulad Ghziyel;CSC
Jerada;Mrija;Mrija;CSCA
Jerada;Guenfouda;Guenfouda;CSCA
Jerada;Laaouinate;Laaouinate;DR
Jerada;Gafait;Gafait ÿÿÿÿÿÿÿ;CSCA
Jerada;Lebkhata;Lebkhata;CSC
Jerada;Tiouli;Tiouli;CSC
Jerada;Tiouli;Od EL HIMER;DR
Jerada;Ras Asfour;Ras Asfour;CSC
Jerada;Sidi Boubker;Sidi Boubker;CSC
Jerada;Oulad Sidi ÿAbdelhakem;Od Sidi Abdelhakem;CSC
Kenitra;Kenitra;Ahmed Bouihi;CSU
Kenitra;Kenitra;El Khansa;CSU
Kenitra;Kenitra;Brahim Soussi;CSU
Kenitra;Kenitra;My EL HASSAN;CSU
Kenitra;Kenitra;Mohamed Diouri;CSU
Kenitra;Kenitra;Villa Haute (Abderahmane Nacer) **;CSU
Kenitra;Kenitra;Bir Rami;CSU
Kenitra;Kenitra;Haddada;CSU
Kenitra;Kenitra;Houman Fetouaki;CSU
Kenitra;Kenitra;C.Diagnostic Tuberculose;CDTMR
Kenitra;Kenitra;My ABDELLAH;CRPF
Kenitra;Kenitra;Labo. Epidemiologique;LEHM
Kenitra;Kenitra;Okba;CSU
Kenitra;Kenitra;Rjafellah;CSU
Kenitra;Kenitra;Abder. Labzar;CSU
Kenitra;Kenitra;Allal B.Abdellah;CSU
Kenitra;Kenitra;Souk Sebt;CSU
Kenitra;Kenitra;Med ZERKTOUNI;CSU
Kenitra;Kenitra;M'barek Bel Gada (Habita);CSU
Kenitra;Kenitra;Chouhada;CSU
Kenitra;Arbaoua;Arbaoua;CSCA
Kenitra;Oued El Makhazine;Blad Lanjri;CSC
Kenitra;Kariat Ben Aouda;Kariat Ben Aouda (1);CSC
Kenitra;Beni Malek;Lalla Ghanou;CSC
Kenitra;Sidi Allal Tazi;Sidi Allal Tazi (2);CSC
Kenitra;Souk Tlet El Gharb;Souk Tlat;CSCA
Kenitra;Sidi Mohamed Lahmar;S.Mohamed Lahmer;CSCA
Kenitra;Moulay Bousselham;My BOUSSELHAM (3);CSC
Kenitra;Moulay Bousselham;Dlalha;DR
Kenitra;Lalla Mimouna;Lalla Mimouna;CSCA
Kenitra;Chouafaa;Dar El Harrak;CSC
Kenitra;Chouafaa;Ouled Ahmed;DR
Kenitra;Sidi Boubker El Haj;S.Boubker El Haj;CSC
Kenitra;Mehdya;Kasbah (Mehdya);CSU
Kenitra;Ameur Seflia;Dhor Lokbar;CSC
Kenitra;Bahhara Oulad Ayad;Od MESBAH ROUIF ÿ;CSC
Kenitra;Mnasra;Od LASSAL;CSC
Kenitra;Mnasra;Mnasra;DR
Kenitra;Ben Mansour;Had Od Jelloul;CSCA
Kenitra;Ben Mansour;S.Hachmi Bahraoui;DR
Kenitra;Ben Mansour;Oulad Mhamed;DR
Kenitra;Sidi Taibi;Sidi Taibi;CSCA
Kenitra;Haddada;Mgadid;CSC
Kenitra;Haddada;Mechraa El Kettane;DR
Kenitra;Oulad Slama;Sidi Ayach (Od Slama);DR
Kenitra;Mograne;Mograne;CSCA
Kenitra;Mograne;Kariat Sidi ÿAissa;DR
Kenitra;Souk El Arbaa;Hay Salam;CSU
Kenitra;Souk El Arbaa;Souk El Arbaa;CSU
Kh‚misset;Khemisset;Essaada;CSU
Kh‚misset;Khemisset;Essalam;CSU
Kh‚misset;Khemisset;Moussa Bnou Nouceir;CSU
Kh‚misset;Khemisset;Maamora;CSU
Kh‚misset;Khemisset;El Yassmine;CSU
Kh‚misset;Rommani;Roummani;CSU
Kh‚misset;Tiflet;Tiflet;CSU
Kh‚misset;Tiflet;Andalous;CSU
Kh‚misset;Ait Siberne;Ait Siberne;CSC
Kh‚misset;Ait Mimoune;Ait Mimoune;CSCA
Kh‚misset;Ait Mimoune;Ouljate Soltane;DR
Kh‚misset;Ait Ouribel;Had Khammouja;CSC
Kh‚misset;Majmaa Tolba;Majmaa Tolba;CSC
Kh‚misset;Majmaa Tolba;Birrejline;DR
Kh‚misset;El Ganzra;El Ganzra;CSC
Kh‚misset;El Ganzra;Ait Ounzar;DR
Kh‚misset;Ait Yadine;Ait Yadine;CSCA
Kh‚misset;Sfassif;Sfassif;CSCA
Kh‚misset;Sidi Allal Lamsadder;S.Allal Lamsadder;CSC
Kh‚misset;Sidi El Ghandour;Sidi El Rhandour;CSC
Kh‚misset;Sidi El Ghandour;Sidi Meziane;DR
Kh‚misset;Houderrane;Houderrane;CSC
Kh‚misset;Maaziz;Maaziz;CSCA
Kh‚misset;Ait Ikkou;Ait Ikkou;CSC
Kh‚misset;Bouqachmir;Bouqachmir;CSC
Kh‚misset;Ait Ichou;Tiliouine;CSC
Kh‚misset;Oulmes;Oulmes ÿ;CSCA
Kh‚misset;Oulmes;Tarmilate;DR
Kh‚misset;Tiddas;Tiddas;CSCA
Kh‚misset;Brachoua;Brachoua;CSCA
Kh‚misset;Brachoua;N'khila;DR
Kh‚misset;Moulay Driss Aghbal;My DRISS AGHBAL;CSC
Kh‚misset;Jemaat Moul Blad;Jemaat Moul Blad;CSC
Kh‚misset;Laghoualem;Laghoualem;CSCA
Kh‚misset;Marchouch;Marchouch;CSC
Kh‚misset;Ain Sbit;Ain Sbit;CSC
Kh‚misset;Ezzhiliga;Ezzhiliga;CSCA
Kh‚misset;M'qam Tolba;Mqam Tolba;CSC
Kh‚misset;Sidi Abderrazak;Sidi Abderrazak;CSCA
Kh‚misset;Ait Malek;Tnine Moughane;CSC
Kh‚misset;Sidi Allal El Bahraoui;S.Allal Bahraoui;CSUA
Kh‚misset;Ain johra -sidi Boukhalkhal;Ain Johra;CSC
Kh‚misset;Ain johra -sidi Boukhalkhal;S.Boukhalkhal;CSC
Kh‚misset;Ait Belkacem;Ait Belkacem;CSC
Kh‚misset;Khemis Sidi Yahya;Khemis Sidi Yahya;CSCA
Kh‚misset;Ait Bouyahya ÿEl Hajjama;Hajjama;CSC
Kh‚misset;Ait Bouyahya ÿEl Hajjama;Ait Bouyahia;DR
Kh‚misset;Khemisset;Maamora;CDTMR
Kh‚misset;Khemisset;Maamora;LEHM
Khenifra;Khenifra;Hassan II;CSU
Khenifra;Khenifra;Assaka;CSU
Khenifra;Khenifra;Hamria;CSU
Khenifra;Khenifra;Tiallaline;CDTMR
Khenifra;Khenifra;KHENIFRA (Perriurbain);CSU
Khenifra;Khenifra;Q.Administratif;CSU
Khenifra;Khenifra;Tiallaline;CSU
Khenifra;Khenifra;Khenifra(H“pital);LEHM
Khenifra;El Hammam;Tighza;CSCA
Khenifra;M'rirt;Quartier Aqministratif;CSU
Khenifra;M'rirt;M'rirt;CSUA
Khenifra;M'rirt;Tahajaouite;CSU
Khenifra;Ouaoumana;Ouaoumana;CSC
Khenifra;Ouaoumana;Aourach;DR
Khenifra;Ait Ishaq;Ait Ishaq;CSCA
Khenifra;El Kbab;El Kbab;CSCA
Khenifra;Tighassaline;Tighassaline;CSC
Khenifra;Tighassaline;Timdghass;DR
Khenifra;Sidi Yahya Ou Saad;S.Yahya Ou Saad;CSC
Khenifra;Sidi Yahya Ou Saad;Tikajiouine;DR
Khenifra;Ait Saadelli;Tamakaidoute;CSC
Khenifra;Kerrouchen;Kerrouchen;CSCA
Khenifra;Sidi Hcine;Lagouida;CSC
Khenifra;Aguelmous;Aguelmous;CSCA
Khenifra;Aguelmous;Ait Kassou;DR
Khenifra;Sidi Amar;Sidi Amar;CSC
Khenifra;Sidi Lamine;Kaf N'sour;CSCA
Khenifra;Sidi Lamine;Sidi Bouabbad;DR
Khenifra;El Borj;El Borj;CSC
Khenifra;Aguelmam Azegza;Arrougou;DR
Khenifra;Lehri;Lehri;CSC
Khenifra;Lehri;Taskarte;DR
Khenifra;Moha Ou Hammou Zayani;Amalou I;CSC
Khenifra;Moha Ou Hammou Zayani;La Cierie (Amalou Ii);DR
Khenifra;Had Bouhssoussen;Had Bouhssoussen;CSCA
Khenifra;Had Bouhssoussen;Aouinate;DR
Khenifra;Had Bouhssoussen;S.M'hamed M'barek;DR
Khenifra;Moulay Bouazza;My BOUAZZA;CSCA
Khenifra;Sebt Ait Rahou;Sebt Ait Rahou;CSC
Khenifra;Sebt Ait Rahou;Tnine Ait Boukhayou;DR
Khenifra;Oum Rabia;Tanafnite;CSC
Khenifra;Oum Rabia;Ait Ouahaba;DR
Khenifra;El Hammam;El Hammam;DR
Khenifra;El Hammam;Bouchbel;DR
Khenifra;Aguelmam Azegza;Ajdir;CSC
Khouribga;Khouribga;El Fath;CSU
Khouribga;Khouribga;Ibn Abdoune;CSU
Khouribga;Khouribga;My YOUSSEF (KHOURIBGA);CSU
Khouribga;Khouribga;El Massira;CSU
Khouribga;Khouribga;Al Quods;CSU
Khouribga;Khouribga;Khouribga;CDTMR
Khouribga;Khouribga;Khouribga;CRPF
Khouribga;Khouribga;Khouribga;LEHM
Khouribga;Oued Zem;El Fath;CSU
Khouribga;Oued Zem;20 Aout;CSU
Khouribga;Bejaad;Bejaad;CSU
Khouribga;Bejaad;Bejaad (20 Aout);CSU
Khouribga;Boujniba;Boujniba;CSUA
Khouribga;Hattane;Hattane;CSUA
Khouribga;Rouached;Rouached;CSC
Khouribga;Chougrane;Chougrane;CSC
Khouribga;Chougrane;Gaara;DR
Khouribga;Tachrafat;Tachrafat;CSC
Khouribga;Ain Kaicher;Ain Kaicher;CSC
Khouribga;Bni Bataou;Bni Batao;CSCA
Khouribga;Boukhrisse;Boukhrisse;CSC
Khouribga;Bni Zrantel;Bni Zrantel;CSC
Khouribga;Oulad Gouaouch;Oulad Gouaouch;CSC
Khouribga;Bni Ykhlef;Bni Ykhlef;CSC
Khouribga;Bni Ykhlef;Ain Kahla;DR
Khouribga;Boulanouare;Boulanouare;CSC
Khouribga;Bir Mezoui;Bir Mezoui;CSC
Khouribga;Lagfaf;Lagfaf;CSC
Khouribga;El Foqra;El Foqra;CSC
Khouribga;M'fassis;M'fassis;CSC
Khouribga;Oulad Abdoune;Oulad Abdoune;CSC
Khouribga;Oulad Azzouz;Oulad Azzouz;CSC
Khouribga;Oulad Azzouz;Tlet Od Azzouz;DR
Khouribga;Oulad Azzouz;Foum Tizi (Od Driss);DR
Khouribga;Ait Ammar;Ait Ammar;CSC
Khouribga;Oulad Ftata;Oulad Ftata;CSC
Khouribga;Lagnadiz;Lagnadiz;CSC
Khouribga;Oulad Boughadi;Oulad Boughadi;CSCA
Khouribga;Bni Smir;Bni Smir;CSCA
Khouribga;Bni Smir;Lourada;DR
Khouribga;Bni Smir;Oulad Bouali;DR
Khouribga;Kasbat Troch;Troch;CSC
Khouribga;Maadna;Maadna;CSCA
Khouribga;Maadna;Lghaba;DR
Khouribga;Oulad Fennane;Oulad Fennane;CSC
Khouribga;Oulad Fennane;Rouamech;DR
Khouribga;Oulad Fennane;Ait Abdeslam;DR
Khouribga;Braksa;Braksa;CSC
Khouribga;Oulad Aissa;Oulad Aissa;CSC
Khouribga;Khouribga;Zaytoun;CSU
Khouribga;Khouribga;Yasmine;CSU
Khouribga;Bni Bataou;Laatichina;DR
Laayoune;Laayoune;20 Aout;CSU
Laayoune;Laayoune;Med Salem S.Boukhari;CSU
Laayoune;Laayoune;Slim B.Bachir B.Ammar;CSU
Laayoune;Laayoune;Attaawoun;CSU
Laayoune;Laayoune;Attaawoun;CRPF
Laayoune;Laayoune;Hay Al Qods (Ex Al Wahda);CSU
Laayoune;Laayoune;Al Wahda (Ex Hay Al Qods);CSU
Laayoune;Dcheira;Dcheira;DR
Laayoune;Foum El Oued;Village;DR
Laayoune;Foum El Oued;Dayat;DR
Laayoune;El Marsa;Al Marsa;CSUA
Larache;Ksar El Kebir;My Ali Boughaleb;CSU
Larache;Ksar El Kebir;Khalkhali;CSU
Larache;Ksar El Kebir;Sidi Kamel;CSU
Larache;Ksar El Kebir;Bouchouika;CSU
Larache;Ksar El Kebir;Moaskar;CSU
Larache;Larache;Hay El Jadid;CSU
Larache;Larache;Kassaba;CSU
Larache;Larache;Hay Nador;CSU
Larache;Larache;Alwafaa;CSU
Larache;Larache;Lalla Meriem;CSU
Larache;Larache;Centre De Reference;CRPF
Larache;Larache;Alwafaa;CDTMR
Larache;Larache;Laboratoire (Siaap);LEHM
Larache;Zouada;Zouada;CSC
Larache;Zouada;Snadla;DR
Larache;Laouamra;Laouamra;CSCA
Larache;Bou Jedyane;Bou-Jedyane;CSC
Larache;Souk L'qolla;L'qolla;CSC
Larache;Souk L'qolla;Souk Tlet;DR
Larache;Tatoft;Tatoft;CSCA
Larache;Oulad Ouchih;Oulad Ouchih;CSC
Larache;Ksar Bjir;Ksar Bjir;CSC
Larache;Souaken;Souaken;CSC
Larache;Souaken;Lahrache (Souk Tolba);DR
Larache;Ayacha;Ayacha;CSC
Larache;Ayacha;Ain Kssab;DR
Larache;Bni Arouss;Bni Arouss;CSCA
Larache;Tazroute;Tazroute;CSC
Larache;Bni Garfett;Bni Garfett;CSCA
Larache;Zaaroura;Zaaroura;CSC
Larache;Sahel;Sahel;CSCA
Larache;Rissana Chamalia;Rissana Chamalia;CSC
Larache;Rissana Janoubia;Rissana Janoubia;CSC
Larache;Zaaroura;Aouarmout;DR
Larache;Laouamra;Zlaoula;DR
Larache;Souk Tolba;Oulad Lharti;CSCA
Marrakech;Mechouar Kasba;El Kasbah;CSU
Marrakech;Mechouar Kasba;Sidi Amara;CSU
Marrakech;Marrakech-Medina (Ar);Houmane Fetouaki;CSU
Marrakech;Gueliz (Ar);Hay Mohammadi;CSU
Marrakech;Gueliz (Ar);Mohammadia;CSU
Marrakech;Gueliz (Ar);Kadi Ayyad;CSU
Marrakech;Gueliz (Ar);Semlalia;CSU
Marrakech;Gueliz (Ar);Bab Doukkala;CSU
Marrakech;Gueliz (Ar);Gueliz;CSU
Marrakech;Menara (Ar);Hay Hassani;CSU
Marrakech;Menara (Ar);Castor;CSU
Marrakech;Menara (Ar);Mhamid;CSU
Marrakech;Menara (Ar);Massira I;CSUA
Marrakech;Marrakech-Medina (Ar);Arsat Moha;CSU
Marrakech;Marrakech-Medina (Ar);Bahia;CSU
Marrakech;Marrakech-Medina (Ar);Jnan El Aafia;CSU
Marrakech;Marrakech-Medina (Ar);Agdal Ba Ahmed;CSU
Marrakech;Marrakech-Medina (Ar);Bab Aylane;CSU
Marrakech;Marrakech-Medina (Ar);Mouassine;CSU
Marrakech;Marrakech-Medina (Ar);Mokef;CSU
Marrakech;Marrakech-Medina (Ar);Bab Taghzout;CSU
Marrakech;Marrakech-Medina (Ar);Morstane;CSU
Marrakech;Marrakech-Medina (Ar);Abbassy;CSU
Marrakech;Marrakech-Medina (Ar);Zraib;CSU
Marrakech;Marrakech-Medina (Ar);Ryad Laarouss;CSU
Marrakech;Sidi Youssef Ben Ali (Ar);Oasis;CRPF
Marrakech;Marrakech-Medina (Ar);Dar El Bacha;CSU
Marrakech;Marrakech-Medina (Ar);Medina;CDTMR
Marrakech;Sidi Youssef Ben Ali (Ar);Kobba;CSU
Marrakech;Sidi Youssef Ben Ali (Ar);Youssef ÿB.Tachfine;CSU
Marrakech;Sidi Youssef Ben Ali (Ar);Oasis;CSU
Marrakech;Sidi Youssef Ben Ali (Ar);Chouhada;CSU
Marrakech;Annakhil (Ar);Dar Tounsi;CSU
Marrakech;Annakhil (Ar);Ain Itti;CSU
Marrakech;Annakhil (Ar);Fekhara;CSU
Marrakech;Souihla;Souihla;CSC
Marrakech;Loudaya;Loudaya;CSCA
Marrakech;Tassoultante;Sidi Moussa;CSC
Marrakech;Saada;SAADA I (Taaouniat El Fath);CSC
Marrakech;Saada;Saada Ii (Ferme Laaraj);DR
Marrakech;Sid Zouine;Sid Zouine;CSC
Marrakech;Agafay;Ait Daoud (Agafai);CSC
Marrakech;Ait Imour;Ait Imour;CSC
Marrakech;Harbil;Harbil (Nzalt Lharmel );CSC
Marrakech;M'nabha;Kettara;CSCA
Marrakech;M'nabha;Had Mnabha;DR
Marrakech;Oulad Hassoune;Ouahat S.Brahim (Oulad Belaaguid);CSC
Marrakech;Ouled Dlim;Centre 44 ÿ;CSCA
Marrakech;Ouled Dlim;Ouled Dlim;DR
Marrakech;Ouled Dlim;Hayyane;DR
