Province;Commune;Nom_Etab;Categorie
Tinghir;H'ssyia;Ait Saadane;CSC
Tinghir;H'ssyia;Oumjrane;DR
Tinghir;Assoul;Assoul;CSCA
Tinghir;Assoul;Tirga;DR
Tinghir;Ait Hani;Ait Hani;CSCA
Tinghir;Ait Hani;Tamtitoucht;DR
Tiznit;Tiznit;Abdellah Chefchaouni;CSU
Tiznit;Tiznit;El Mers;CSU
Tiznit;Tiznit;Houmman El Fatouaki;CDTMR
Tiznit;Tiznit;Houmman El Fatouaki;CRPF
Tiznit;Tiznit;Houmman El Fatouaki;LEHM
Tiznit;Arbaa Rasmouka;Ras Mouka;CSCA
Tiznit;Arbaa Rasmouka;Ait Semlalte;DR
Tiznit;El Maader El Kabir;El Maader;CSC
Tiznit;El Maader El Kabir;Ait Oumribte;DR
Tiznit;El Maader El Kabir;Ouled Noumer;DR
Tiznit;Reggada;Reggada;CSCA
Tiznit;Reggada;Talainte;DR
Tiznit;Reggada;Ighir Melloulene;DR
Tiznit;Reggada;Igherme;DR
Tiznit;Sidi Bouabdelli;Sidi Bouabdlli;CSC
Tiznit;Sidi Bouabdelli;Kh.Tafraout;DR
Tiznit;Sidi Bouabdelli;Tisgharine;DR
Tiznit;Bounaamane;Bounaamane ÿÿ;CSC
Tiznit;Bounaamane;Tagounsa;DR
Tiznit;Ouijjane;Ouijjane;CSC
Tiznit;Ouijjane;Assaka;DR
Tiznit;Tnine Aglou;Aglou;CSC
Tiznit;Tnine Aglou;Zaouite;DR
Tiznit;Tnine Aglou;Igrar S.Abdrahman;DR
Tiznit;Tnine Aglou;Al Gaada;DR
Tiznit;Tnine Aglou;Laaouina;DR
Tiznit;Tnine Aglou;Al Feid;DR
Tiznit;Arbaa Sahel;Sahel;CSCA
Tiznit;Arbaa Sahel;Ichafoudene;DR
Tiznit;Arbaa Sahel;Lkraima;DR
Tiznit;Arbaa Sahel;Ilmssite;DR
Tiznit;Arbaa Sahel;Lmssaidira;DR
Tiznit;Arbaa Sahel;Iferda;DR
Tiznit;Arbaa Sahel;Bouzerze;DR
Tiznit;Tizoughrane;Taghzifte;DR
Tiznit;Ammelne;Amelne;CSCA
Tiznit;Tarsouat;Tarsouat;CSC
Tiznit;Tarsouat;Izerbi;DR
Tiznit;Tassrirt;Tassrirt;CSC
Tiznit;Afella Ighir;Afella Ighir;CSCA
Tiznit;Irigh N'tahala;Tahala;CSCA
Tiznit;Ait Ouafqa;Ait Ouafqa;CSC
Tiznit;Tnine Aday;Aday;CSC
Tiznit;Tafraout El Mouloud;Taf.El Mouloud;CSC
Tiznit;Anzi;Anzi;CSCA
Tiznit;Tighmi;Tighmi ÿÿ;CSC
Tiznit;Tighmi;Tiremsane;DR
Tiznit;Arbaa Ait Ahmed;Ait Ahmed;CSCA
Tiznit;Tizoughrane;Idaousemllal;CSCA
Tiznit;Tizoughrane;Tizoughrane;DR
Tiznit;Ait Issafen;Ighir Mouss;CSC
Tiznit;Ait Issafen;Assif Oudrar;DR
Tiznit;Ida Ou Gougmar;Tifrmit;CSC
Tiznit;Ida Ou Gougmar;Takaterte;DR
Tiznit;Sidi Ahmed Ou Moussa;Tazeroualte;CSCA
Tiznit;Tafraout;Tafraoute;CSUA
Youssoufia;Echemmaia;Echemmaia;CSUA
Youssoufia;Atiamim;Atiamim;CSC
Youssoufia;Jdour;Jdour;CSC
Youssoufia;Jnane Bouih;Jnane Bouih;CSC
Youssoufia;Lakhoualqa;Lakhoualqa;CSC
Youssoufia;Ras El Ain;Ras El Ain;CSCA
Youssoufia;Ras El Ain;Lahricha;DR
Youssoufia;Ras El Ain;Labdadgha;DR
Youssoufia;Sidi Chiker;Sidi Chiker;CSCA
Youssoufia;Sidi Chiker;Msabih Talaa;DR
Youssoufia;Ighoud;Ighoud;CSC
Youssoufia;Esbiaat;Fouraa;CSC
Youssoufia;El Gantour;Sidi Ahmed;CSCA
Youssoufia;Youssoufia;Youssoufia;CSUA
Youssoufia;Youssoufia;Raya;CSU
Zagora;Zagora;Zagora;CSU
Zagora;Agdz;Agdz;CSUA
Zagora;Tamezmoute;Tamezmoute;CSCA
Zagora;Afella N'dra;Taghrote;CSC
Zagora;Mezguita;Tamnougalte;CSC
Zagora;Tansifte;Tasla;CSC
Zagora;Oulad Yahia Lagraire;Od SLIMANE;CSC
Zagora;Afra;Afra;CSC
Zagora;Afra;Timederte;DR
Zagora;Tazarine;Tazarine;CSCA
Zagora;Taghbalte;Taghbalte;CSC
Zagora;Ait Boudaoud;Amrad;CSC
Zagora;N'kob;N'kob;CSC
Zagora;Ait Ouallal;Ait Chrou;CSC
Zagora;Tinzouline;Tinzouline;CSCA
Zagora;Taftechna;Taftechna;CSC
Zagora;Bni Zoli;Bni Zoli;CSC
Zagora;Bni Zoli;Bouzergane ÿ;DR
Zagora;Bouzeroual;Akhellouf;CSC
Zagora;Bleida;Blida Mine;CSC
Zagora;Errouha;Boukhlal;CSC
Zagora;Ternata;Tissergate;CSC
Zagora;Fezouata;Bni Ali;CSC
Zagora;Tamegroute;Tamegroute;CSCA
Zagora;Tamegroute;Ait Isfoul;DR
Zagora;M'hamid El Ghizlane;M'hamid;CSCA
Zagora;Tagounite;Tagounite;CSCA
Zagora;Ktaoua;Blida;CSC
Zagora;Ktaoua;Oulad Amer;DR
Zagora;Zagora;Zaouit El Majdoub;CSU
Zagora;Tansifte;Tassergate;DR
Zagora;Bleida;Elmerja;DR
